@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\component\work\build_sb\fabosc_0\build_sb_fabosc_0_osc.v":20:7:20:16|Tristate driver XTLOSC_O2F on net XTLOSC_O2F has its enable tied to GND (module build_sb_FABOSC_0_OSC) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":49:13:49:18|Tristate driver sr_oen on net sr_oen has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":48:13:48:18|Tristate driver sr_lbn on net sr_lbn has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":47:13:47:18|Tristate driver sr_cs2 on net sr_cs2 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":46:13:46:19|Tristate driver sr_cs1n on net sr_cs1n has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":45:13:45:18|Tristate driver fl_wpn on net fl_wpn has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":44:13:44:18|Tristate driver fl_wen on net fl_wen has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":43:13:43:19|Tristate driver fl_ryby on net fl_ryby has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":42:13:42:21|Tristate driver fl_resetn on net fl_resetn has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":41:13:41:18|Tristate driver fl_oen on net fl_oen has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":40:19:40:23|Tristate driver fl_dq_1 on net fl_dq_1 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":40:19:40:23|Tristate driver fl_dq_2 on net fl_dq_2 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":40:19:40:23|Tristate driver fl_dq_3 on net fl_dq_3 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":40:19:40:23|Tristate driver fl_dq_4 on net fl_dq_4 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":40:19:40:23|Tristate driver fl_dq_5 on net fl_dq_5 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":40:19:40:23|Tristate driver fl_dq_6 on net fl_dq_6 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":40:19:40:23|Tristate driver fl_dq_7 on net fl_dq_7 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":40:19:40:23|Tristate driver fl_dq_8 on net fl_dq_8 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":39:13:39:18|Tristate driver fl_cen on net fl_cen has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":38:13:38:20|Tristate driver fl_byten on net fl_byten has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_1 on net fl_a_1 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_2 on net fl_a_2 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_3 on net fl_a_3 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_4 on net fl_a_4 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_5 on net fl_a_5 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_6 on net fl_a_6 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_7 on net fl_a_7 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_8 on net fl_a_8 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_9 on net fl_a_9 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_10 on net fl_a_10 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_11 on net fl_a_11 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_12 on net fl_a_12 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_13 on net fl_a_13 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_14 on net fl_a_14 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_15 on net fl_a_15 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_16 on net fl_a_16 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_17 on net fl_a_17 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_18 on net fl_a_18 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_19 on net fl_a_19 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_20 on net fl_a_20 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_21 on net fl_a_21 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_22 on net fl_a_22 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_23 on net fl_a_23 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_24 on net fl_a_24 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_25 on net fl_a_25 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":37:20:37:23|Tristate driver fl_a_26 on net fl_a_26 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":35:13:35:22|Tristate driver dac1_sleep on net dac1_sleep has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":30:13:30:17|Tristate driver BW_36 on net BW_36 has its enable tied to GND (module led_igloo) 
@W: MO111 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\hdl\led.v":18:13:18:16|Tristate driver out2 on net out2 has its enable tied to GND (module led_igloo) 
@W: MO111 :|Tristate driver out2_t on net out2 has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver BW_36_t on net BW_36 has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver dac1_sleep_t on net dac1_sleep has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[0] on net fl_a[0] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[1] on net fl_a[1] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[2] on net fl_a[2] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[3] on net fl_a[3] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[4] on net fl_a[4] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[5] on net fl_a[5] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[6] on net fl_a[6] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[7] on net fl_a[7] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[8] on net fl_a[8] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[9] on net fl_a[9] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[10] on net fl_a[10] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[11] on net fl_a[11] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[12] on net fl_a[12] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[13] on net fl_a[13] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[14] on net fl_a[14] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[15] on net fl_a[15] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[16] on net fl_a[16] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[17] on net fl_a[17] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[18] on net fl_a[18] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[19] on net fl_a[19] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[20] on net fl_a[20] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[21] on net fl_a[21] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[22] on net fl_a[22] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[23] on net fl_a[23] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[24] on net fl_a[24] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_a_t[25] on net fl_a[25] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_byten_t on net fl_byten has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_cen_t on net fl_cen has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_dq_t[0] on net fl_dq[0] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_dq_t[1] on net fl_dq[1] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_dq_t[2] on net fl_dq[2] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_dq_t[3] on net fl_dq[3] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_dq_t[4] on net fl_dq[4] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_dq_t[5] on net fl_dq[5] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_dq_t[6] on net fl_dq[6] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_dq_t[7] on net fl_dq[7] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_oen_t on net fl_oen has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_resetn_t on net fl_resetn has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_ryby_t on net fl_ryby has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_wen_t on net fl_wen has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver fl_wpn_t on net fl_wpn has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver sr_cs1n_t on net sr_cs1n has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver sr_cs2_t on net sr_cs2 has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver sr_lbn_t on net sr_lbn has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver sr_oen_t on net sr_oen has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver sr_ubn_t on net sr_ubn has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver sr_wen_t on net sr_wen has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver clk_out_n1_t on net clk_out_n1 has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver clk_out_n2_t on net clk_out_n2 has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver CSN_n1_t on net CSN_n1 has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver GPS1_IDLE_t on net GPS1_IDLE has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver GPS1_PGM_t on net GPS1_PGM has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver GPS1_SCLK_t on net GPS1_SCLK has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver GPS1_SDATA_t on net GPS1_SDATA has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver GPS1_SHDN_t on net GPS1_SHDN has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver REF_CE_t on net REF_CE has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver REF_CLK_t on net REF_CLK has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver REF_DATA_t on net REF_DATA has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver REF_LD_t on net REF_LD has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver REF_LE_t on net REF_LE has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver REF_MXOUT_t on net REF_MXOUT has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver SENSE_DOUT_t[0] on net SENSE_DOUT[0] has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver dsa_clk_t on net dsa_clk has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver dsa_data_t on net dsa_data has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver dsa_le_t on net dsa_le has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver en_modul_t on net en_modul has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver GPIO17_t on net GPIO17 has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver GPIO2_t on net GPIO2 has its enable tied to GND (module build) 
@W: MO111 :|Tristate driver GPIO1_t on net GPIO1 has its enable tied to GND (module build) 
@W: MO171 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\component\actel\directcore\coreresetp\7.0.104\rtl\vlog\core\coreresetp.v":676:4:676:9|Sequential instance build_sb_0.CORERESETP_0.SDIF0_PERST_N_q1 reduced to a combinational gate by constant propagation 
@W: MO171 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\component\actel\directcore\coreresetp\7.0.104\rtl\vlog\core\coreresetp.v":695:4:695:9|Sequential instance build_sb_0.CORERESETP_0.SDIF1_PERST_N_q1 reduced to a combinational gate by constant propagation 
@W: MO171 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\component\actel\directcore\coreresetp\7.0.104\rtl\vlog\core\coreresetp.v":714:4:714:9|Sequential instance build_sb_0.CORERESETP_0.SDIF2_PERST_N_q1 reduced to a combinational gate by constant propagation 
@W: MO171 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\component\actel\directcore\coreresetp\7.0.104\rtl\vlog\core\coreresetp.v":733:4:733:9|Sequential instance build_sb_0.CORERESETP_0.SDIF3_PERST_N_q1 reduced to a combinational gate by constant propagation 
@W: MO171 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\component\actel\directcore\coreresetp\7.0.104\rtl\vlog\core\coreresetp.v":676:4:676:9|Sequential instance build_sb_0.CORERESETP_0.SDIF0_PERST_N_q2 reduced to a combinational gate by constant propagation 
@W: MO171 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\component\actel\directcore\coreresetp\7.0.104\rtl\vlog\core\coreresetp.v":695:4:695:9|Sequential instance build_sb_0.CORERESETP_0.SDIF1_PERST_N_q2 reduced to a combinational gate by constant propagation 
@W: MO171 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\component\actel\directcore\coreresetp\7.0.104\rtl\vlog\core\coreresetp.v":714:4:714:9|Sequential instance build_sb_0.CORERESETP_0.SDIF2_PERST_N_q2 reduced to a combinational gate by constant propagation 
@W: MO171 :"c:\projects\verilog\led_igloo\led_dac_adc_qudr\led_dac_adc_work\libero\mayak_dac_adc\component\actel\directcore\coreresetp\7.0.104\rtl\vlog\core\coreresetp.v":733:4:733:9|Sequential instance build_sb_0.CORERESETP_0.SDIF3_PERST_N_q2 reduced to a combinational gate by constant propagation 
